respondent_id,resp_gender,region,resp_age,education,polid_numeric,party_preference,prez_vote,alt_dv_realestate,alt_dv_foreign_policy,alt_dv_nuclear_policy,alt_dv_labor_policy,alt_dv_social_policy,manipulation_check1,age_attribute,origin,gender_attribute,career,scandal,labor_policy,housing_policy,social_policy,foreign_policy,nuclear_policy,question_profile,chosen,open_text_reason
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Busan,Female,Civil Rights Activist,Ancestors pro-Japanese,Harmony in labor-management relations,Overhaul real estate policy,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,5.1,0,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,40,Busan,Female,Civil Rights Activist,Bribery allegations,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Pursue independent nuclear armament,5.2,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Busan,Male,Civil Rights Activist,Ancestors pro-Japanese,Implement 4.5-day workweek,Expansion of public housing,Social consensus before law,Diplomacy centered on national interests,Pursue independent nuclear armament,6.1,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,70,Busan,Female,Prosecutor,Bribery allegations,Implement 4.5-day workweek,Increase real estate taxes,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,6.2,0,제일 믿음직 하기 때문이다.
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Busan,Male,Civil Rights Activist,None,Harmony in labor-management relations,Ease real estate tax burden,Social consensus before law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,7.1,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,40,Seoul,Male,Prosecutor,Bribery allegations,National job guarantee,Expansion of public housing,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected,7.2,0,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,40,Busan,Female,Prosecutor,Bribery allegations,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,8.1,0,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,70,Busan,Female,Businessperson,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,8.2,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,40,Busan,Female,Businessperson,Son's military service,Harmony in labor-management relations,Increase real estate taxes,Oppose anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,9.1,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Seoul,Male,Prosecutor,Bribery allegations,Harmony in labor-management relations,Ease real estate tax burden,Social consensus before law,Economic cooperation with North Korea,No deployment of nuclear weapons,9.2,0,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Seoul,Female,Diplomat,Son's military service,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,10.1,1,
R_4Rax5F1W7WMCcCk,Female,Capital Area,23,High school,5,Other,Did not vote,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other,55,Gwangju,Female,Civil Rights Activist,Son's military service,National job guarantee,Increase real estate taxes,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,10.2,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Seoul,Female,Diplomat,Son's military service,Flexibility in working hours,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,National interests reflected,1.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Seoul,Male,Civil Rights Activist,Ancestors pro-Japanese,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,Pursue independent nuclear armament,1.2,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Seoul,Male,Prosecutor,Ancestors pro-Japanese,Harmony in labor-management relations,Expansion of public housing,Oppose anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,2.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Seoul,Female,Prosecutor,None,National job guarantee,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,2.2,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Gwangju,Female,Prosecutor,None,Implement 4.5-day workweek,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,3.1,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Gwangju,Female,Businessperson,None,Flexibility in working hours,Expansion of public housing,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,3.2,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Seoul,Male,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,4.1,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Busan,Female,Prosecutor,Son's military service,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,4.2,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Seoul,Female,Prosecutor,Bribery allegations,National job guarantee,Expansion of public housing,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,National interests reflected,5.1,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Busan,Female,Businessperson,Ancestors pro-Japanese,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,5.2,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Busan,Female,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Increase real estate taxes,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,6.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Gwangju,Female,Businessperson,None,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Balanced diplomacy between US and China,No deployment of nuclear weapons,6.2,0,젊은 지도자가 필요한 시기라고 생각해서
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Seoul,Male,Diplomat,Bribery allegations,Flexibility in working hours,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,7.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Seoul,Male,Diplomat,Ancestors pro-Japanese,Harmony in labor-management relations,Ease real estate tax burden,Prioritize social harmony,Balanced diplomacy between US and China,No deployment of nuclear weapons,7.2,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Busan,Male,Businessperson,None,Flexibility in working hours,Increase real estate taxes,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,8.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Gwangju,Male,Prosecutor,Ancestors pro-Japanese,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,8.2,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Busan,Male,Businessperson,Ancestors pro-Japanese,Flexibility in working hours,Ease real estate tax burden,Oppose anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,9.1,0,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,55,Busan,Male,Businessperson,Ancestors pro-Japanese,Flexibility in working hours,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,9.2,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,40,Seoul,Female,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Prioritize social harmony,Balanced diplomacy between US and China,National interests reflected,10.1,1,
R_4Ri8l8xqCwUQPhT,Male,Capital Area,50,Junior college,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Flexible work hours,Prioritize social harmony,Progressive,70,Busan,Female,Diplomat,Ancestors pro-Japanese,National job guarantee,Increase real estate taxes,Oppose anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected,10.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Busan,Female,Prosecutor,Son's military service,Harmony in labor-management relations,Overhaul real estate policy,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,1.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Busan,Female,Businessperson,Ancestors pro-Japanese,National job guarantee,Ease real estate tax burden,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,1.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Seoul,Male,Prosecutor,None,Flexibility in working hours,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,2.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Seoul,Female,Prosecutor,None,Implement 4.5-day workweek,Expansion of public housing,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,2.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,40,Seoul,Female,Prosecutor,None,Flexibility in working hours,Increase real estate taxes,Prioritize social harmony,Emphasize US-South Korea alliance,National interests reflected,3.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,40,Seoul,Female,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Diplomacy centered on national interests,No deployment of nuclear weapons,3.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Seoul,Female,Businessperson,None,Harmony in labor-management relations,Increase real estate taxes,Social consensus before law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,4.1,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Gwangju,Male,Prosecutor,Bribery allegations,National job guarantee,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,National interests reflected,4.2,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Busan,Female,Prosecutor,Son's military service,Implement 4.5-day workweek,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,5.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Seoul,Female,Prosecutor,Son's military service,Flexibility in working hours,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,5.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Gwangju,Female,Businessperson,Ancestors pro-Japanese,National job guarantee,Expansion of public housing,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,6.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Seoul,Male,Prosecutor,Ancestors pro-Japanese,National job guarantee,Increase real estate taxes,Prioritize social harmony,Emphasize US-South Korea alliance,Pursue independent nuclear armament,6.2,0,조금더 나은삶을 살수있을까해서
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Seoul,Male,Businessperson,None,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,7.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,40,Busan,Female,Prosecutor,Ancestors pro-Japanese,Flexibility in working hours,Increase real estate taxes,Prioritize social harmony,Diplomacy centered on national interests,No deployment of nuclear weapons,7.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Busan,Female,Civil Rights Activist,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Balanced diplomacy between US and China,Pursue independent nuclear armament,8.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Busan,Male,Diplomat,Son's military service,Flexibility in working hours,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Pursue independent nuclear armament,8.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Gwangju,Female,Diplomat,None,National job guarantee,Increase real estate taxes,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,9.1,1,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,70,Seoul,Male,Diplomat,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,9.2,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,40,Seoul,Female,Diplomat,Son's military service,National job guarantee,Expansion of public housing,Oppose anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,10.1,0,
R_4RjzcWlHSlGkCat,Female,Yeongnam,50,High school,7,Other,다른 후보,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Other,55,Gwangju,Male,Civil Rights Activist,None,National job guarantee,Increase real estate taxes,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,10.2,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Busan,Male,Prosecutor,Bribery allegations,Harmony in labor-management relations,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,Pursue independent nuclear armament,1.1,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Busan,Female,Diplomat,Son's military service,Implement 4.5-day workweek,Increase real estate taxes,Prioritize social harmony,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,1.2,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Gwangju,Female,Businessperson,Ancestors pro-Japanese,Flexibility in working hours,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,2.1,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Busan,Female,Businessperson,Ancestors pro-Japanese,National job guarantee,Expansion of public housing,Prioritize social harmony,Balanced diplomacy between US and China,National interests reflected,2.2,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Busan,Female,Prosecutor,None,Flexibility in working hours,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,3.1,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,55,Gwangju,Male,Diplomat,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,National interests reflected,3.2,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Seoul,Female,Civil Rights Activist,Ancestors pro-Japanese,Flexibility in working hours,Expansion of public housing,Oppose anti-discrimination law,Diplomacy centered on national interests,Pursue independent nuclear armament,4.1,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,55,Busan,Female,Businessperson,Son's military service,Harmony in labor-management relations,Overhaul real estate policy,Oppose anti-discrimination law,Diplomacy centered on national interests,Pursue independent nuclear armament,4.2,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,55,Seoul,Male,Prosecutor,Son's military service,Flexibility in working hours,Expansion of public housing,Social consensus before law,Economic cooperation with North Korea,No deployment of nuclear weapons,5.1,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,55,Busan,Female,Prosecutor,Bribery allegations,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,5.2,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,55,Gwangju,Female,Civil Rights Activist,Son's military service,Harmony in labor-management relations,Increase real estate taxes,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,6.1,0,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Busan,Female,Diplomat,Son's military service,Flexibility in working hours,Expansion of public housing,Social consensus before law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,6.2,1,외교관출신
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Seoul,Male,Businessperson,Son's military service,National job guarantee,Overhaul real estate policy,Social consensus before law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,7.1,1,
R_4RkhfI3DQpmpmRO,Male,Capital Area,47,Graduate school,8,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Busan,Male,Civil Rights Activist,Bribery allegations,National job guarantee,Ease real estate tax burden,Social consensus before law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,7.2,0,
